transaction_id,cust_id,tran_date,prod_subcat_code,prod_cat_code,Qty,Rate,Tax,total_amt,Store_type,date in format,tran_date,date format,date,month,year
14259136777,274477,18-02-2014,10,3,1,1489,156.345,1645.345,TeleShop,,18-02-2014,18-02-14,18,02,2014
7313351894,267568,18-02-2014,2,6,4,481,202.02,2126.02,Flagship store,,18-02-2014,18-02-14,18,02,2014
37745642681,267098,18-02-2014,1,2,1,109,11.445,120.445,Flagship store,,18-02-2014,18-02-14,18,02,2014
13861409908,271608,18-02-2014,1,2,2,1352,283.92,2987.92,MBR,,18-02-2014,18-02-14,18,02,2014
58956348529,272484,18-02-2014,4,1,4,1443,606.06,6378.06,TeleShop,,18-02-2014,18-02-14,18,02,2014
58886320392,268715,18-02-2014,10,6,2,768,161.28,1697.28,Flagship store,,18-02-2014,18-02-14,18,02,2014
53081075361,273250,18-02-2014,11,6,5,1345,706.125,7431.125,Flagship store,,18-02-2014,18-02-14,18,02,2014
10017543415,267097,18-02-2014,3,5,1,164,17.22,181.22,Flagship store,,18-02-2014,18-02-14,18,02,2014
34065279733,274562,18-02-2014,6,5,2,280,58.8,618.8,e-Shop,,18-02-2014,18-02-14,18,02,2014
58223423237,268138,18-02-2014,6,5,-3,-1398,440.37,-4634.37,e-Shop,,18-02-2014,18-02-14,18,02,2014
74085729167,268492,18-02-2014,3,5,3,433,136.395,1435.395,e-Shop,,18-02-2014,18-02-14,18,02,2014
83498320600,273359,18-02-2014,4,1,4,861,361.62,3805.62,e-Shop,,18-02-2014,18-02-14,18,02,2014
83313344780,271288,18-02-2014,4,3,2,84,17.64,185.64,Flagship store,,18-02-2014,18-02-14,18,02,2014
96923177403,270778,18-02-2014,11,6,5,1111,583.275,6138.275,MBR,,18-02-2014,18-02-14,18,02,2014
78091789730,271030,18-02-2014,4,1,1,380,39.9,419.9,e-Shop,,18-02-2014,18-02-14,18,02,2014
84466140532,274426,18-02-2014,6,5,5,423,222.075,2337.075,e-Shop,,18-02-2014,18-02-14,18,02,2014
59232461135,269019,17-02-2014,4,2,2,479,100.59,1058.59,Flagship store,,17-02-2014,17-02-14,17,02,2014
58223423237,268138,17-02-2014,6,5,3,1398,440.37,4634.37,e-Shop,,17-02-2014,17-02-14,17,02,2014
60560888204,271250,17-02-2014,10,6,2,707,148.47,1562.47,Flagship store,,17-02-2014,17-02-14,17,02,2014
22643667930,271489,17-02-2014,12,6,1,1225,128.625,1353.625,TeleShop,,17-02-2014,17-02-14,17,02,2014
12161898302,274402,17-02-2014,1,2,-1,-891,93.555,-984.555,TeleShop,,17-02-2014,17-02-14,17,02,2014
43561027610,270244,17-02-2014,8,3,1,728,76.44,804.44,e-Shop,,17-02-2014,17-02-14,17,02,2014
40604748560,269387,17-02-2014,6,5,5,760,399,4199,Flagship store,,17-02-2014,17-02-14,17,02,2014
8868056339,268145,17-02-2014,2,6,-2,-152,31.92,-335.92,e-Shop,,17-02-2014,17-02-14,17,02,2014
78600072636,273067,17-02-2014,9,3,3,446,140.49,1478.49,TeleShop,,17-02-2014,17-02-14,17,02,2014
79792372943,275108,17-02-2014,3,1,3,908,286.02,3010.02,MBR,,17-02-2014,17-02-14,17,02,2014
94418788162,267559,17-02-2014,10,6,1,620,65.1,685.1,TeleShop,,17-02-2014,17-02-14,17,02,2014
86635642295,271763,17-02-2014,12,6,5,562,295.05,3105.05,Flagship store,,17-02-2014,17-02-14,17,02,2014
75980673312,270678,17-02-2014,7,5,4,1377,578.34,6086.34,TeleShop,,17-02-2014,17-02-14,17,02,2014
88830495604,269018,17-02-2014,10,6,4,307,128.94,1356.94,MBR,,17-02-2014,17-02-14,17,02,2014
19729968655,269162,16-02-2014,10,5,2,721,151.41,1593.41,e-Shop,,16-02-2014,16-02-14,16,02,2014
8709975598,269867,16-02-2014,11,5,3,1243,391.545,4120.545,e-Shop,,16-02-2014,16-02-14,16,02,2014
56483064719,270108,16-02-2014,4,3,2,1037,217.77,2291.77,e-Shop,,16-02-2014,16-02-14,16,02,2014
55452156634,273734,16-02-2014,3,5,5,778,408.45,4298.45,e-Shop,,16-02-2014,16-02-14,16,02,2014
22461440770,270294,16-02-2014,4,3,5,1060,556.5,5856.5,e-Shop,,16-02-2014,16-02-14,16,02,2014
4067131912,274014,16-02-2014,3,5,4,332,139.44,1467.44,e-Shop,,16-02-2014,16-02-14,16,02,2014
59201497276,273506,16-02-2014,12,6,3,537,169.155,1780.155,MBR,,16-02-2014,16-02-14,16,02,2014
51750724947,273420,16-02-2014,6,5,2,791,166.11,1748.11,TeleShop,,16-02-2014,16-02-14,16,02,2014
45848212352,268592,16-02-2014,1,2,3,1029,324.135,3411.135,TeleShop,,16-02-2014,16-02-14,16,02,2014
79449440045,271561,16-02-2014,8,3,4,498,209.16,2201.16,e-Shop,,16-02-2014,16-02-14,16,02,2014
83108241933,273896,16-02-2014,4,1,2,574,120.54,1268.54,e-Shop,,16-02-2014,16-02-14,16,02,2014
84867095544,267360,16-02-2014,8,3,3,674,212.31,2234.31,e-Shop,,16-02-2014,16-02-14,16,02,2014
92825360774,267072,16-02-2014,1,2,5,803,421.575,4436.575,e-Shop,,16-02-2014,16-02-14,16,02,2014
76990911956,270148,16-02-2014,4,3,4,448,188.16,1980.16,Flagship store,,16-02-2014,16-02-14,16,02,2014
93274880719,271509,16-02-2014,11,6,3,1363,429.345,4518.345,e-Shop,,16-02-2014,16-02-14,16,02,2014
86612653865,274813,16-02-2014,2,6,3,1271,400.365,4213.365,e-Shop,,16-02-2014,16-02-14,16,02,2014
10262222991,272069,15-02-2014,7,5,3,1462,460.53,4846.53,e-Shop,,15-02-2014,15-02-14,15,02,2014
34544863855,269388,15-02-2014,11,6,2,922,193.62,2037.62,Flagship store,,15-02-2014,15-02-14,15,02,2014
22781866776,271875,15-02-2014,2,6,4,428,179.76,1891.76,TeleShop,,15-02-2014,15-02-14,15,02,2014
4449802598,271355,15-02-2014,12,6,4,999,419.58,4415.58,TeleShop,,15-02-2014,15-02-14,15,02,2014
3530523263,272777,15-02-2014,10,6,2,582,122.22,1286.22,MBR,,15-02-2014,15-02-14,15,02,2014
8433718881,271912,15-02-2014,11,6,2,1438,301.98,3177.98,MBR,,15-02-2014,15-02-14,15,02,2014
21494029219,268052,15-02-2014,4,2,4,228,95.76,1007.76,e-Shop,,15-02-2014,15-02-14,15,02,2014
56419730266,268772,15-02-2014,11,5,1,1213,127.365,1340.365,e-Shop,,15-02-2014,15-02-14,15,02,2014
50076728598,269014,15-02-2014,8,3,4,581,244.02,2568.02,e-Shop,,15-02-2014,15-02-14,15,02,2014
35243275448,273075,15-02-2014,2,6,4,1168,490.56,5162.56,TeleShop,,15-02-2014,15-02-14,15,02,2014
10942311291,271297,15-02-2014,3,1,2,756,158.76,1670.76,Flagship store,,15-02-2014,15-02-14,15,02,2014
63352996926,272145,15-02-2014,5,3,4,1342,563.64,5931.64,Flagship store,,15-02-2014,15-02-14,15,02,2014
73713102191,268867,15-02-2014,1,1,1,714,74.97,788.97,MBR,,15-02-2014,15-02-14,15,02,2014
70043127245,271595,15-02-2014,8,3,1,1461,153.405,1614.405,TeleShop,,15-02-2014,15-02-14,15,02,2014
85713951101,274609,15-02-2014,12,5,5,968,508.2,5348.2,TeleShop,,15-02-2014,15-02-14,15,02,2014
82975337804,272529,15-02-2014,4,4,4,869,364.98,3840.98,Flagship store,,15-02-2014,15-02-14,15,02,2014
84116465142,271368,15-02-2014,10,5,5,788,413.7,4353.7,MBR,,15-02-2014,15-02-14,15,02,2014
62672834763,268855,14-02-2014,4,3,3,1363,429.345,4518.345,e-Shop,,14-02-2014,14-02-14,14,02,2014
57134739558,270625,14-02-2014,1,1,5,595,312.375,3287.375,TeleShop,,14-02-2014,14-02-14,14,02,2014
57112244235,268076,14-02-2014,10,3,4,167,70.14,738.14,Flagship store,,14-02-2014,14-02-14,14,02,2014
6993051511,271658,14-02-2014,11,6,2,476,99.96,1051.96,e-Shop,,14-02-2014,14-02-14,14,02,2014
28621201753,271310,14-02-2014,10,6,-4,-219,91.98,-967.98,e-Shop,,14-02-2014,14-02-14,14,02,2014
2934877504,271859,14-02-2014,3,2,4,1274,535.08,5631.08,Flagship store,,14-02-2014,14-02-14,14,02,2014
56835507985,271744,14-02-2014,6,5,4,378,158.76,1670.76,MBR,,14-02-2014,14-02-14,14,02,2014
31183475305,273474,14-02-2014,9,3,2,706,148.26,1560.26,e-Shop,,14-02-2014,14-02-14,14,02,2014
50177628799,273763,14-02-2014,4,2,3,803,252.945,2661.945,MBR,,14-02-2014,14-02-14,14,02,2014
30489975482,274689,14-02-2014,10,3,4,1002,420.84,4428.84,MBR,,14-02-2014,14-02-14,14,02,2014
85198716539,269275,14-02-2014,10,3,1,96,10.08,106.08,TeleShop,,14-02-2014,14-02-14,14,02,2014
85284647047,271924,14-02-2014,2,6,2,367,77.07,811.07,Flagship store,,14-02-2014,14-02-14,14,02,2014
92809340294,271061,14-02-2014,4,3,3,1004,316.26,3328.26,e-Shop,,14-02-2014,14-02-14,14,02,2014
81262483026,268956,14-02-2014,9,3,4,700,294,3094,TeleShop,,14-02-2014,14-02-14,14,02,2014
99503089534,274266,14-02-2014,8,3,1,1370,143.85,1513.85,Flagship store,,14-02-2014,14-02-14,14,02,2014
88321457472,269907,14-02-2014,10,3,5,621,326.025,3431.025,e-Shop,,14-02-2014,14-02-14,14,02,2014
75927432534,267500,14-02-2014,1,4,2,845,177.45,1867.45,e-Shop,,14-02-2014,14-02-14,14,02,2014
70614782851,269140,14-02-2014,2,6,4,342,143.64,1511.64,TeleShop,,14-02-2014,14-02-14,14,02,2014
64655688681,268136,14-02-2014,1,4,5,153,80.325,845.325,TeleShop,,14-02-2014,14-02-14,14,02,2014
16952157158,271493,13-02-2014,4,4,2,1200,252,2652,e-Shop,,13-02-2014,13-02-14,13,02,2014
7719443790,271312,13-02-2014,10,3,4,1135,476.7,5016.7,e-Shop,,13-02-2014,13-02-14,13,02,2014
58500805392,267375,13-02-2014,4,4,3,85,26.775,281.775,TeleShop,,13-02-2014,13-02-14,13,02,2014
6801834681,273174,13-02-2014,4,1,1,642,67.41,709.41,Flagship store,,13-02-2014,13-02-14,13,02,2014
10655853079,267375,13-02-2014,6,5,4,1486,624.12,6568.12,TeleShop,,13-02-2014,13-02-14,13,02,2014
21685086436,274152,13-02-2014,2,6,3,765,240.975,2535.975,Flagship store,,13-02-2014,13-02-14,13,02,2014
36041524849,274408,13-02-2014,3,5,3,771,242.865,2555.865,Flagship store,,13-02-2014,13-02-14,13,02,2014
58780907716,270071,13-02-2014,11,6,2,819,171.99,1809.99,MBR,,13-02-2014,13-02-14,13,02,2014
35353613089,270207,13-02-2014,4,1,3,126,39.69,417.69,Flagship store,,13-02-2014,13-02-14,13,02,2014
2737048693,270263,13-02-2014,4,2,4,1108,465.36,4897.36,e-Shop,,13-02-2014,13-02-14,13,02,2014
84834490422,271596,13-02-2014,4,1,-4,-447,187.74,-1975.74,e-Shop,,13-02-2014,13-02-14,13,02,2014
78324020330,273304,13-02-2014,11,6,3,765,240.975,2535.975,e-Shop,,13-02-2014,13-02-14,13,02,2014
88853694830,268444,13-02-2014,4,4,3,80,25.2,265.2,MBR,,13-02-2014,13-02-14,13,02,2014
87149439767,273848,13-02-2014,6,5,3,1288,405.72,4269.72,TeleShop,,13-02-2014,13-02-14,13,02,2014
89646857855,273598,13-02-2014,11,6,4,755,317.1,3337.1,MBR,,13-02-2014,13-02-14,13,02,2014
12323853707,273552,12-02-2014,12,6,4,510,214.2,2254.2,TeleShop,,12-02-2014,12-02-14,12,02,2014
60596009595,274652,12-02-2014,12,5,4,183,76.86,808.86,MBR,,12-02-2014,12-02-14,12,02,2014
17146707816,274897,12-02-2014,12,5,3,622,195.93,2061.93,MBR,,12-02-2014,12-02-14,12,02,2014
36792372906,275246,12-02-2014,2,6,1,1185,124.425,1309.425,e-Shop,,12-02-2014,12-02-14,12,02,2014
38821078489,267025,12-02-2014,10,6,4,933,391.86,4123.86,e-Shop,,12-02-2014,12-02-14,12,02,2014
23525861068,268100,12-02-2014,1,2,3,1318,415.17,4369.17,TeleShop,,12-02-2014,12-02-14,12,02,2014
15403541663,266794,12-02-2014,3,2,2,322,67.62,711.62,e-Shop,,12-02-2014,12-02-14,12,02,2014
45649838090,273667,12-02-2014,11,6,1,1450,152.25,1602.25,e-Shop,,12-02-2014,12-02-14,12,02,2014
33433865581,269772,12-02-2014,4,2,3,1035,326.025,3431.025,TeleShop,,12-02-2014,12-02-14,12,02,2014
55245382907,270810,12-02-2014,4,3,2,979,205.59,2163.59,TeleShop,,12-02-2014,12-02-14,12,02,2014
74023090711,271180,12-02-2014,8,3,3,271,85.365,898.365,Flagship store,,12-02-2014,12-02-14,12,02,2014
76916560921,268720,12-02-2014,10,6,-4,-348,146.16,-1538.16,e-Shop,,12-02-2014,12-02-14,12,02,2014
79536458466,271944,12-02-2014,1,1,2,996,209.16,2201.16,e-Shop,,12-02-2014,12-02-14,12,02,2014
69329009642,273799,12-02-2014,9,3,1,357,37.485,394.485,TeleShop,,12-02-2014,12-02-14,12,02,2014
89214951500,273322,12-02-2014,12,6,1,1166,122.43,1288.43,TeleShop,,12-02-2014,12-02-14,12,02,2014
78753279494,269758,12-02-2014,10,5,3,952,299.88,3155.88,MBR,,12-02-2014,12-02-14,12,02,2014
97409887219,267466,12-02-2014,4,4,1,78,8.19,86.19,e-Shop,,12-02-2014,12-02-14,12,02,2014
65228973233,270009,12-02-2014,11,5,2,301,63.21,665.21,e-Shop,,12-02-2014,12-02-14,12,02,2014
83661978186,274678,12-02-2014,10,3,2,325,68.25,718.25,e-Shop,,12-02-2014,12-02-14,12,02,2014
50149714801,270330,11-02-2014,10,6,5,1453,762.825,8027.825,Flagship store,,11-02-2014,11-02-14,11,02,2014
39874643292,267524,11-02-2014,4,2,3,834,262.71,2764.71,e-Shop,,11-02-2014,11-02-14,11,02,2014
59774938687,272137,11-02-2014,12,6,-1,-541,56.805,-597.805,e-Shop,,11-02-2014,11-02-14,11,02,2014
26982813520,274048,11-02-2014,12,5,2,1410,296.1,3116.1,MBR,,11-02-2014,11-02-14,11,02,2014
16894888318,273946,11-02-2014,11,6,1,1238,129.99,1367.99,e-Shop,,11-02-2014,11-02-14,11,02,2014
2663044947,268959,11-02-2014,4,1,5,1440,756,7956,e-Shop,,11-02-2014,11-02-14,11,02,2014
34493454984,269413,11-02-2014,4,4,3,1236,389.34,4097.34,MBR,,11-02-2014,11-02-14,11,02,2014
17363873507,274693,11-02-2014,2,6,2,647,135.87,1429.87,TeleShop,,11-02-2014,11-02-14,11,02,2014
43134751727,268487,11-02-2014,3,2,1,611,64.155,675.155,e-Shop,,11-02-2014,11-02-14,11,02,2014
48458724845,274880,11-02-2014,11,5,4,431,181.02,1905.02,Flagship store,,11-02-2014,11-02-14,11,02,2014
18326377260,269601,11-02-2014,4,2,4,710,298.2,3138.2,Flagship store,,11-02-2014,11-02-14,11,02,2014
19332389714,267634,11-02-2014,3,1,2,335,70.35,740.35,Flagship store,,11-02-2014,11-02-14,11,02,2014
6707537285,269933,11-02-2014,4,2,2,1196,251.16,2643.16,TeleShop,,11-02-2014,11-02-14,11,02,2014
32636903929,270875,11-02-2014,10,3,-2,-316,66.36,-698.36,e-Shop,,11-02-2014,11-02-14,11,02,2014
44081602885,274345,11-02-2014,11,5,2,1437,301.77,3175.77,MBR,,11-02-2014,11-02-14,11,02,2014
77013937426,274781,11-02-2014,5,3,1,588,61.74,649.74,TeleShop,,11-02-2014,11-02-14,11,02,2014
74015278814,269847,11-02-2014,4,1,5,1406,738.15,7768.15,TeleShop,,11-02-2014,11-02-14,11,02,2014
67749427752,272137,11-02-2014,3,1,3,214,67.41,709.41,Flagship store,,11-02-2014,11-02-14,11,02,2014
63521826176,272561,11-02-2014,3,1,4,1101,462.42,4866.42,e-Shop,,11-02-2014,11-02-14,11,02,2014
75365399021,274526,11-02-2014,10,5,4,1251,525.42,5529.42,Flagship store,,11-02-2014,11-02-14,11,02,2014
19792156528,268098,10-02-2014,3,2,1,711,74.655,785.655,TeleShop,,10-02-2014,10-02-14,10,02,2014
46596657080,270631,10-02-2014,8,3,1,906,95.13,1001.13,TeleShop,,10-02-2014,10-02-14,10,02,2014
163194840,268845,10-02-2014,3,5,4,1093,459.06,4831.06,Flagship store,,10-02-2014,10-02-14,10,02,2014
42749293387,271872,10-02-2014,4,1,1,87,9.135,96.135,e-Shop,,10-02-2014,10-02-14,10,02,2014
52367686566,271735,10-02-2014,12,5,5,312,163.8,1723.8,MBR,,10-02-2014,10-02-14,10,02,2014
19030689527,274511,10-02-2014,11,6,1,542,56.91,598.91,e-Shop,,10-02-2014,10-02-14,10,02,2014
47710448314,269932,10-02-2014,12,6,-4,-666,279.72,-2943.72,e-Shop,,10-02-2014,10-02-14,10,02,2014
22385705298,269188,10-02-2014,7,5,5,554,290.85,3060.85,e-Shop,,10-02-2014,10-02-14,10,02,2014
59105495602,268995,10-02-2014,9,3,4,479,201.18,2117.18,Flagship store,,10-02-2014,10-02-14,10,02,2014
38825384480,267297,10-02-2014,12,5,4,725,304.5,3204.5,e-Shop,,10-02-2014,10-02-14,10,02,2014
83881310302,268713,10-02-2014,11,6,5,452,237.3,2497.3,MBR,,10-02-2014,10-02-14,10,02,2014
81261371045,273625,10-02-2014,10,3,2,815,171.15,1801.15,MBR,,10-02-2014,10-02-14,10,02,2014
88990481317,273646,10-02-2014,5,3,1,239,25.095,264.095,MBR,,10-02-2014,10-02-14,10,02,2014
85157626424,271384,10-02-2014,3,2,2,447,93.87,987.87,e-Shop,,10-02-2014,10-02-14,10,02,2014
64586839639,269225,10-02-2014,4,2,4,813,341.46,3593.46,TeleShop,,10-02-2014,10-02-14,10,02,2014
97048148140,268101,10-02-2014,4,3,4,1456,611.52,6435.52,Flagship store,,10-02-2014,10-02-14,10,02,2014
80632003085,268801,10-02-2014,10,6,4,857,359.94,3787.94,e-Shop,,10-02-2014,10-02-14,10,02,2014
80509578375,273454,10-02-2014,8,3,3,771,242.865,2555.865,e-Shop,,10-02-2014,10-02-14,10,02,2014
45988245637,270375,09-02-2014,10,5,3,970,305.55,3215.55,e-Shop,,09-02-2014,09-02-14,09,02,2014
27576087298,270419,09-02-2014,11,6,-2,-856,179.76,-1891.76,MBR,,09-02-2014,09-02-14,09,02,2014
62539388511,271683,09-02-2014,1,2,3,77,24.255,255.255,e-Shop,,09-02-2014,09-02-14,09,02,2014
40251543872,270018,09-02-2014,4,1,1,1149,120.645,1269.645,e-Shop,,09-02-2014,09-02-14,09,02,2014
23333535918,267067,09-02-2014,7,5,2,306,64.26,676.26,e-Shop,,09-02-2014,09-02-14,09,02,2014
33632846691,268606,09-02-2014,3,1,-5,-1146,601.65,-6331.65,e-Shop,,09-02-2014,09-02-14,09,02,2014
4346259881,269947,09-02-2014,8,3,5,857,449.925,4734.925,TeleShop,,09-02-2014,09-02-14,09,02,2014
39579115484,267463,09-02-2014,10,3,3,815,256.725,2701.725,MBR,,09-02-2014,09-02-14,09,02,2014
7038716135,272172,09-02-2014,7,5,3,519,163.485,1720.485,e-Shop,,09-02-2014,09-02-14,09,02,2014
33587223995,267662,09-02-2014,12,5,2,334,70.14,738.14,e-Shop,,09-02-2014,09-02-14,09,02,2014
8378457026,273358,09-02-2014,10,3,5,494,259.35,2729.35,e-Shop,,09-02-2014,09-02-14,09,02,2014
37044229807,269776,09-02-2014,4,4,1,613,64.365,677.365,e-Shop,,09-02-2014,09-02-14,09,02,2014
67548143862,272515,09-02-2014,1,4,-2,-586,123.06,-1295.06,MBR,,09-02-2014,09-02-14,09,02,2014
75768838702,269808,09-02-2014,5,3,3,1381,435.015,4578.015,TeleShop,,09-02-2014,09-02-14,09,02,2014
72558029032,267467,09-02-2014,1,4,4,611,256.62,2700.62,Flagship store,,09-02-2014,09-02-14,09,02,2014
83012826863,272365,09-02-2014,11,5,4,825,346.5,3646.5,MBR,,09-02-2014,09-02-14,09,02,2014
78615435064,270111,09-02-2014,4,3,2,1069,224.49,2362.49,Flagship store,,09-02-2014,09-02-14,09,02,2014
65766709899,266843,09-02-2014,2,6,5,934,490.35,5160.35,TeleShop,,09-02-2014,09-02-14,09,02,2014
88707635548,267754,09-02-2014,4,2,1,257,26.985,283.985,e-Shop,,09-02-2014,09-02-14,09,02,2014
86159101262,270240,09-02-2014,12,5,3,680,214.2,2254.2,e-Shop,,09-02-2014,09-02-14,09,02,2014
56288202501,267656,08-02-2014,10,6,-3,-421,132.615,-1395.615,e-Shop,,08-02-2014,08-02-14,08,02,2014
1255149551,268364,08-02-2014,12,5,1,495,51.975,546.975,TeleShop,,08-02-2014,08-02-14,08,02,2014
364208039,271694,08-02-2014,3,5,3,935,294.525,3099.525,e-Shop,,08-02-2014,08-02-14,08,02,2014
13264686077,273267,08-02-2014,4,2,4,1177,494.34,5202.34,e-Shop,,08-02-2014,08-02-14,08,02,2014
28977973301,273368,08-02-2014,12,6,5,627,329.175,3464.175,MBR,,08-02-2014,08-02-14,08,02,2014
60419542443,273598,08-02-2014,12,5,2,849,178.29,1876.29,e-Shop,,08-02-2014,08-02-14,08,02,2014
38646806488,273353,08-02-2014,11,6,2,787,165.27,1739.27,e-Shop,,08-02-2014,08-02-14,08,02,2014
6002148986,268402,08-02-2014,10,3,3,537,169.155,1780.155,Flagship store,,08-02-2014,08-02-14,08,02,2014
14834552371,274650,08-02-2014,12,5,1,498,52.29,550.29,Flagship store,,08-02-2014,08-02-14,08,02,2014
24352273509,273140,08-02-2014,4,4,5,621,326.025,3431.025,e-Shop,,08-02-2014,08-02-14,08,02,2014
17363351082,267926,08-02-2014,2,6,1,1398,146.79,1544.79,MBR,,08-02-2014,08-02-14,08,02,2014
61981174638,272143,08-02-2014,4,4,2,615,129.15,1359.15,TeleShop,,08-02-2014,08-02-14,08,02,2014
90855483222,274895,08-02-2014,5,3,1,372,39.06,411.06,Flagship store,,08-02-2014,08-02-14,08,02,2014
